Date,Category,Open,High,Low,Close,Adj Close,Volume
26-12-2012,TECHM,225.912506,229.975006,225.912506,228.6875,184.883133,939260
27-12-2012,TECHM,228.774994,234.1875,227.375,229.912506,185.87352,4514996
28-12-2012,TECHM,232.350006,232.350006,228.199997,230.1875,186.095825,900880
31-12-2012,TECHM,232.475006,233.725006,229.75,233.0625,188.420135,1509632
01-01-2013,TECHM,234.662506,234.662506,232.3125,233.412506,188.703094,543928
02-01-2013,TECHM,233.25,235.550003,231.337494,234.925003,189.925873,1199844
03-01-2013,TECHM,232.287506,239.262497,232.287506,235.337494,190.259323,1138816
04-01-2013,TECHM,236.237503,239.387497,231.875,235.625,190.491776,1099620
07-01-2013,TECHM,237.350006,237.350006,230.3125,231.762497,187.369171,989776
08-01-2013,TECHM,231.475006,232.449997,228.125,231.600006,187.237747,996520
09-01-2013,TECHM,232.899994,236.212494,231.637497,234.850006,189.865234,1256708
10-01-2013,TECHM,236.837494,246.1875,236.3125,243.899994,197.181717,4860944
11-01-2013,TECHM,245.612503,252.987503,244.75,247.337494,199.960754,3472872
14-01-2013,TECHM,247.75,252.25,245,250.5,202.517548,3108168
15-01-2013,TECHM,252.087494,255.4375,248.262497,249.949997,202.072861,2345300
16-01-2013,TECHM,248.8125,253.675003,246.4375,249.475006,201.688858,2558020
17-01-2013,TECHM,250.012497,256.987488,249.25,254.600006,205.832169,4187708
18-01-2013,TECHM,255,256.725006,248.175003,249.737503,201.901077,1831904
21-01-2013,TECHM,250.512497,254.25,248.537506,251.087494,202.992477,1627760
22-01-2013,TECHM,249.537506,251.699997,244.375,245.199997,198.232727,1920612
23-01-2013,TECHM,245.262497,245.5,241.0625,241.75,195.443573,1365436
24-01-2013,TECHM,242.387497,253.875,241.5,247.637497,200.203323,3062560
25-01-2013,TECHM,248.012497,252.5,246,251.625,203.427032,1737524
28-01-2013,TECHM,252.412506,257.899994,250.375,254.012497,205.357208,2316044
29-01-2013,TECHM,254.475006,255.837494,248.699997,250.387497,202.426575,1100908
30-01-2013,TECHM,252.5,255.225006,250.5625,252.75,204.336548,1836600
31-01-2013,TECHM,252.850006,255.75,248.0625,249.737503,201.901077,1546092
01-02-2013,TECHM,249.737503,253.75,248.25,251.199997,203.083435,1615692
04-02-2013,TECHM,250.75,253.475006,246.25,247.587494,200.162872,412560
05-02-2013,TECHM,248.012497,248.875,239.5,241.637497,195.352631,700316
06-02-2013,TECHM,242.012497,247.899994,242.012497,244.887497,197.980087,1471792
07-02-2013,TECHM,245.037506,251.212494,243.75,247.475006,200.07196,2912724
08-02-2013,TECHM,248.75,254.875,240.399994,250.487503,202.507431,2837520
11-02-2013,TECHM,251.237503,252.75,241.387497,249.824997,201.971832,1468188
12-02-2013,TECHM,248.962494,251.225006,242.987503,247.512497,200.102249,1352164
13-02-2013,TECHM,248.75,251.25,246.737503,250.149994,202.234558,1910584
14-02-2013,TECHM,249.987503,254,249.987503,250.5,202.517548,1641432
15-02-2013,TECHM,252.5,252.5,242.100006,249.662506,201.840454,2042084
18-02-2013,TECHM,249.824997,249.837494,245.75,246.649994,199.404968,1051144
19-02-2013,TECHM,247.4375,260.237488,245.975006,258.625,209.086212,2535504
20-02-2013,TECHM,259.725006,267.362488,259.725006,263.0625,212.673691,5371924
21-02-2013,TECHM,261.237488,265.725006,258.612488,259.524994,209.813812,3075060
22-02-2013,TECHM,258.5,262.725006,257.762512,259.862488,210.086685,1661144
25-02-2013,TECHM,259.875,264.75,257.674988,259.5,209.79361,1683880
26-02-2013,TECHM,259.174988,261.125,255.537506,256.674988,207.509735,824396
27-02-2013,TECHM,257.5,261.950012,256.037506,257.174988,207.91391,1789236
28-02-2013,TECHM,257.487488,267.5,257.487488,262.762512,212.431183,3691908
01-03-2013,TECHM,263,278,263,275.75,222.930969,5004444
04-03-2013,TECHM,277.25,279.75,269.575012,271.450012,219.454681,2211628
05-03-2013,TECHM,276.25,276.850006,266.262512,266.924988,215.796326,1615136
06-03-2013,TECHM,268.450012,274.200012,268.450012,269.899994,218.201492,2326956
07-03-2013,TECHM,270,278.162506,268.774994,274.0625,221.566696,3608420
08-03-2013,TECHM,274.975006,280.774994,274.975006,277.600006,224.42659,2703008
11-03-2013,TECHM,279.737488,280.700012,274.537506,277.049988,223.981964,2375440
12-03-2013,TECHM,277.75,278.737488,273.75,274.350006,221.799133,1785908
13-03-2013,TECHM,272.524994,274.8125,269.549988,271.274994,219.313156,1452048
14-03-2013,TECHM,269.762512,277,269.762512,276.075012,223.193726,1384524
15-03-2013,TECHM,275,279.399994,273.837494,275.5,222.728882,1438240
18-03-2013,TECHM,274.625,276.125,271.700012,272.475006,220.283325,1194200
19-03-2013,TECHM,274.5,277.5,271.5,272.674988,220.444992,1587016
20-03-2013,TECHM,272.674988,273.825012,266.274994,267.149994,215.978241,1077604
21-03-2013,TECHM,268.737488,270.674988,265,266.212494,215.220352,1099500
22-03-2013,TECHM,265.75,267.087494,260.274994,261.899994,211.733871,1137068
25-03-2013,TECHM,263.75,265.762512,259.375,261.462494,211.380219,1542324
26-03-2013,TECHM,260.524994,261.950012,253.8125,259.787506,210.026062,1237004
28-03-2013,TECHM,261.087494,269.25,259.225006,264.875,214.139038,4002396
01-04-2013,TECHM,264.0625,268.487488,263.012512,265.287506,214.472534,747780
02-04-2013,TECHM,267.1875,267.1875,254.875,256.549988,207.408661,2020564
03-04-2013,TECHM,254.324997,258.75,243.125,244.262497,197.474823,2612396
04-04-2013,TECHM,244,248.225006,240.662506,244.25,197.464691,3446784
05-04-2013,TECHM,245.725006,245.725006,239.274994,240.462494,194.402695,1188644
08-04-2013,TECHM,241.449997,247.850006,240.875,245.987503,198.869354,1787424
09-04-2013,TECHM,248.037506,248.462494,240.8125,241.787506,195.473877,1417476
10-04-2013,TECHM,244.024994,251.25,242.012497,249.637497,201.820236,1055748
11-04-2013,TECHM,251.25,252.5,245.5625,249.175003,201.44632,892204
12-04-2013,TECHM,242.5,247.125,238.287506,245,198.071014,1530756
15-04-2013,TECHM,243.5,245.6875,241.25,242.487503,196.039795,766528
16-04-2013,TECHM,242.25,245,240.25,243.162506,196.58551,776852
17-04-2013,TECHM,244.449997,245.725006,238,238.800003,193.058624,830496
18-04-2013,TECHM,238.762497,238.762497,234.125,237.574997,192.068268,726348
22-04-2013,TECHM,235,240.75,231.3125,232.725006,188.147278,1118852
23-04-2013,TECHM,232.175003,237.375,226.699997,231.024994,186.772919,1360908
25-04-2013,TECHM,231.25,233.475006,228.862503,231.887497,187.4702,2447340
26-04-2013,TECHM,232.25,236.625,230.25,231.574997,187.217529,1232772
29-04-2013,TECHM,232.675003,238.5,231.012497,236.449997,191.158752,854772
30-04-2013,TECHM,236.25,240.9375,232.050003,238.3125,192.66452,1217432
02-05-2013,TECHM,239.737503,244.75,239.737503,241.412506,195.170685,1134208
03-05-2013,TECHM,241.625,248.449997,239.524994,246.662506,199.415085,1447848
06-05-2013,TECHM,247.475006,253.199997,246.662506,250.412506,202.446793,2079144
07-05-2013,TECHM,251.712494,254.5,249.837494,251.387497,203.234985,844288
08-05-2013,TECHM,252,253.6875,244.5,245.949997,198.839066,1211580
09-05-2013,TECHM,245.949997,247.8125,244.537506,245.850006,198.75824,758536
10-05-2013,TECHM,246.25,247.475006,242,244.012497,197.272705,566044
13-05-2013,TECHM,249.487503,250.912506,237.587494,238.712494,192.9879,989880
14-05-2013,TECHM,239.25,243.5,237.887497,239.612503,193.7155,1013372
15-05-2013,TECHM,240.5625,241.987503,235.375,238.5,192.816055,2196868
