Date,Category,Open,High,Low,Close,Adj Close,Volume
26-12-2012,ITC,191.666672,194,190.433334,193.666672,149.593842,6477873
27-12-2012,ITC,195,195.166672,191.666672,192.266663,148.512436,10653172
28-12-2012,ITC,191.46666,193.333328,191.46666,192.933334,149.027374,5076234
31-12-2012,ITC,192.066666,192.96666,190.666672,191.199997,147.688492,3423939
01-01-2013,ITC,191.566666,192.800003,191.100006,191.5,147.920227,3982065
02-01-2013,ITC,192,193.03334,189.666672,190.266663,146.96756,9795333
03-01-2013,ITC,190.733337,191,188.53334,189.03334,146.014877,6524410
04-01-2013,ITC,189.866669,189.866669,186.733337,188.266663,145.422714,9042460
07-01-2013,ITC,189.53334,190,185.666672,186.03334,143.697647,12167304
08-01-2013,ITC,186.100006,190.800003,186.100006,190.46666,147.12204,13434565
09-01-2013,ITC,189.833328,190.46666,185.800003,186.333328,143.929337,10669104
10-01-2013,ITC,186.699997,188,185.666672,187.333328,144.701752,12519904
11-01-2013,ITC,186.5,187.133331,181.399994,182.266663,140.788116,13911154
14-01-2013,ITC,182.366669,185.666672,182.366669,185.266663,143.105423,10276843
15-01-2013,ITC,185.5,190.133331,183.166672,189.399994,146.298126,17807784
16-01-2013,ITC,189.96666,190.566666,188.300003,189.333328,146.246643,8931352
17-01-2013,ITC,188.733337,191.233337,187.666672,190.199997,146.916092,12209722
18-01-2013,ITC,191.133331,193.233337,189.766663,191.633331,148.023209,24557727
21-01-2013,ITC,192.666672,194.666672,190.866669,194.366669,150.134521,20156620
22-01-2013,ITC,194.399994,194.5,192,192.766663,148.898636,12640141
23-01-2013,ITC,193,195.633331,192.5,195.166672,150.752457,11721829
24-01-2013,ITC,195.333328,199.066666,195.233337,198.300003,153.172729,20116144
25-01-2013,ITC,199.333328,200.333328,198.100006,199.833328,154.357132,20651284
28-01-2013,ITC,200,200.800003,198.933334,200.5,154.872101,8345394
29-01-2013,ITC,199.399994,204.5,199.399994,203.433334,157.137878,14330721
30-01-2013,ITC,203.199997,204.633331,200,202.800003,156.648682,11138686
31-01-2013,ITC,203.766663,206.266663,202.066666,205.100006,158.425293,13790790
01-02-2013,ITC,205.166672,206.633331,203.03334,206.266663,159.326447,9906601
04-02-2013,ITC,206.266663,207.266663,204.166672,204.833328,158.219269,11610360
05-02-2013,ITC,203.333328,204.46666,201.333328,201.633331,155.747528,7980306
06-02-2013,ITC,202.233337,203.933334,200.733337,203.233337,156.983414,12331005
07-02-2013,ITC,202.03334,203.600006,201.333328,202.699997,156.571411,6476691
08-02-2013,ITC,201.333328,204.233337,199.46666,201.166672,155.387039,11290551
11-02-2013,ITC,202,202.333328,197.699997,199.433334,154.048203,8051706
12-02-2013,ITC,199,200.633331,198.666672,200.03334,154.511627,6626751
13-02-2013,ITC,200.666672,203,199.46666,200.233337,154.666107,10594477
14-02-2013,ITC,200.233337,201.300003,199.399994,200.5,154.872101,11560888
15-02-2013,ITC,199.666672,201.300003,199.566666,200.399994,154.794846,7008396
18-02-2013,ITC,200.300003,200.600006,199.166672,200.199997,154.640366,11202054
19-02-2013,ITC,200,201.699997,199,201.100006,155.335541,5588526
20-02-2013,ITC,201.96666,203.800003,199.566666,200,154.48587,11077662
21-02-2013,ITC,199.666672,200.333328,196.5,197.733337,152.735031,15478765
22-02-2013,ITC,197.333328,198.833328,193.733337,194.666672,150.366241,9779751
25-02-2013,ITC,195.266663,196.566666,192.733337,195.100006,150.700974,8252076
26-02-2013,ITC,195.333328,198.899994,192.53334,193.899994,149.774063,10622350
27-02-2013,ITC,194.666672,198.266663,194.166672,196.53334,151.808121,15952840
28-02-2013,ITC,197.233337,202.600006,194.133331,196.53334,151.808121,48343608
01-03-2013,ITC,196.666672,198.46666,192.666672,194.166672,149.980042,16860883
04-03-2013,ITC,194.166672,196.03334,189.733337,195,150.623764,13728001
05-03-2013,ITC,195.800003,198.46666,193.333328,195.066666,150.675232,15225028
06-03-2013,ITC,197.233337,197.233337,190.899994,191.366669,147.817245,14403429
07-03-2013,ITC,190.766663,196.53334,190.166672,194.899994,150.546494,15833941
08-03-2013,ITC,196.300003,199.333328,194.96666,198.46666,153.301498,9024817
11-03-2013,ITC,198.666672,199.666672,197.666672,198.366669,153.224228,6630250
12-03-2013,ITC,197.933334,200.300003,196.800003,199.233337,153.893661,6036135
13-03-2013,ITC,198.666672,201.833328,198.666672,201.100006,155.335541,11207541
14-03-2013,ITC,201.100006,202.600006,200,201.266663,155.464264,8280219
15-03-2013,ITC,201.366669,202,200.766663,201.266663,155.464264,9436957
18-03-2013,ITC,200.53334,203.600006,200.366669,202.833328,156.674438,6060291
19-03-2013,ITC,204.666672,205,202.433334,204.199997,157.730087,12761859
20-03-2013,ITC,203.333328,205.333328,202.766663,204.800003,158.193527,15227896
21-03-2013,ITC,204.833328,205.266663,202.800003,203.333328,157.060684,14061256
22-03-2013,ITC,204.266663,204.666672,202.100006,203.733337,157.369614,7699473
25-03-2013,ITC,204.100006,205.333328,200.833328,201.600006,155.721756,9199464
26-03-2013,ITC,202,205.333328,201.333328,204.233337,157.755844,8976724
28-03-2013,ITC,205.133331,206.666672,203.066666,206.300003,159.352188,12478045
01-04-2013,ITC,206,206.600006,203.800003,204.800003,158.193527,4059382
02-04-2013,ITC,204.399994,205.733337,202.933334,204.766663,158.167786,6130062
03-04-2013,ITC,204.633331,206.266663,202.899994,205.066666,158.399536,7238014
04-04-2013,ITC,204.600006,204.899994,199.066666,199.699997,154.25415,6659119
05-04-2013,ITC,199.633331,199.633331,193.333328,194.199997,150.005768,10561180
08-04-2013,ITC,194.96666,195.866669,190.399994,195.233337,150.803955,7556482
09-04-2013,ITC,195.5,196.96666,190.633331,191.46666,147.894501,9315192
10-04-2013,ITC,194,194,187.433334,189.899994,146.684341,13420989
11-04-2013,ITC,191.733337,192.566666,188.899994,190.199997,146.916092,15278118
12-04-2013,ITC,191.899994,197.100006,190.666672,195.266663,150.829681,12941671
15-04-2013,ITC,194.666672,200.600006,192.800003,199.96666,154.460098,11249872
16-04-2013,ITC,199.899994,205.933334,198.46666,205.300003,158.579758,10081098
17-04-2013,ITC,205.333328,209.333328,204.733337,208.733337,161.23175,11273971
18-04-2013,ITC,207.399994,211,206.866669,210.199997,162.364655,8825869
22-04-2013,ITC,209.100006,212,208.699997,211.333328,163.240082,6824172
23-04-2013,ITC,211.666672,212,209.366669,211.733337,163.549072,4370820
25-04-2013,ITC,210.233337,215.5,210.133331,213.233337,164.707687,18560941
26-04-2013,ITC,211.666672,213.233337,211.133331,212.600006,164.218506,6455634
29-04-2013,ITC,212.066666,216.666672,211.100006,216.433334,167.179474,6204319
30-04-2013,ITC,217.333328,223.733337,217.333328,219.233337,169.342285,12815412
